V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
-0.050617,0.622688,1.902576,1.564954,4.149687,-1.713177,0.335082,-0.929192,1.380098,0.259236,0.692056,-1.928227,-0.427099,1.096039,-0.247288,0.948661,-1.079462,-1.745596,1.792464,-4.205748,2.377545,-2.590090,0.707718,-1.372592,1.569700,1.020583,4.665644,-1.129260,0.181333,1.094966,2.490487,0.797799,11.351067,-5.510543,0.279439,1.453785,-3.221864,1.042443,0.579349,-4.540400,0.853266,4.671153,1.190627,1.103522,3.102069,-5.252317,0.836123,0.819003,-1.241764,1.542499
0.924189,0.377540,-2.001596,-0.094155,1.727779,2.740371,3.612323,-2.613997,-1.982220,-0.553000,-0.504609,-0.681854,-2.092025,-0.615436,0.486439,0.777382,0.926109,0.834050,-2.400610,0.660401,0.709855,1.627002,-1.163574,-0.758004,0.236982,-0.004042,-0.561987,3.913798,-1.975368,-1.863697,1.063342,0.080184,4.545670,-2.101398,-0.621360,1.970892,-2.866955,-0.719064,-1.294938,0.544798,1.254878,-1.359395,0.674386,0.418780,3.223207,-3.069386,0.959137,1.644875,-0.172003,1.023565
-1.011716,-1.597890,-3.054850,-0.023433,-5.763795,0.509384,1.314940,1.244048,-0.016446,0.714638,-0.160463,2.237701,0.161946,-2.099302,0.021598,-0.988810,0.194544,-1.759319,0.892892,0.452619,-1.883629,-5.919127,-1.279797,0.267878,0.189396,-1.432812,-5.849808,-1.062124,-0.268808,-0.005418,-4.035816,-0.674768,-11.439520,9.178943,-0.944402,3.897463,1.630058,-1.873465,-0.928156,-9.149086,-1.859993,3.360736,0.219911,0.632512,-3.005196,5.821974,-5.118746,0.874884,0.494647,-0.338309
0.168469,-0.387517,-0.913737,-0.012864,0.039617,1.956057,-0.643777,0.914851,0.643257,-0.171564,-0.537828,-0.377708,0.258362,-0.360223,-0.433852,-0.480599,0.754797,-0.014725,1.237211,0.691550,2.254083,-2.232015,-0.017207,1.002679,0.523674,-2.790260,-0.662867,3.277505,-3.002884,1.777883,0.007118,0.316276,-5.678549,2.153305,-0.421180,2.794521,-1.732428,-0.256532,0.427443,-4.661640,-0.263329,-0.919131,2.101237,0.357347,3.036377,1.617541,-1.014417,1.415358,0.687119,1.582165
-0.959808,-1.402504,-1.713925,2.119051,3.762025,-1.654657,-2.548159,1.366616,0.198179,0.359474,-0.293233,-0.905043,0.082263,1.754703,0.588878,1.857142,-0.544694,0.194509,0.028074,-4.153842,1.768601,5.841393,0.478388,1.182445,1.689255,1.634873,1.847283,0.911049,3.626319,-0.408617,2.148935,-1.008549,11.141306,-5.713546,-1.832193,-4.665866,-0.290204,-0.199787,-0.787646,8.758005,1.554871,-0.209455,-0.711999,-0.566524,-0.351532,-6.034276,1.580821,-0.836165,-0.045054,0.863534
1.505168,2.034976,-1.204470,0.351185,3.378878,1.719809,1.564100,-1.788662,1.807884,0.666467,1.220182,0.325451,-0.255590,-0.044571,-0.200537,-0.147031,-0.131173,0.571662,2.885222,0.305083,-2.529812,10.337056,-1.741205,0.786120,-1.611612,1.690556,-0.407026,4.461873,-0.808906,2.186472,1.857193,-0.343082,9.783052,-7.831372,0.580155,-6.433349,2.062951,-0.588698,-1.334928,16.104588,0.707570,0.375286,-1.231251,1.347866,-0.706535,-4.822888,-2.225908,-1.071773,-0.617545,0.742308
1.474090,1.535917,-0.729077,-1.092240,3.070554,-2.044275,1.656834,-2.207259,0.946740,-2.491392,0.260447,-1.661736,-1.575680,1.111818,-0.293660,0.736670,-0.765601,0.277060,1.841035,1.742617,1.822153,0.044904,-1.234786,1.217764,-1.530649,-3.480122,5.173511,-1.696913,1.244315,-0.264300,2.439370,0.044006,7.544163,-7.937263,-0.202806,-1.264204,-1.760879,-0.284683,2.016560,0.188311,2.036184,-0.014506,0.893433,0.930085,3.146456,-4.590563,2.070772,0.537901,-0.039484,-1.918467
1.812399,1.474659,-0.277973,2.212364,-0.266335,-1.039357,2.513163,1.045137,1.480570,0.523046,0.491601,-1.442396,-0.015169,-3.332215,-1.081279,0.812098,-0.037288,1.297838,1.980091,-4.377377,1.502536,-4.107854,-0.071004,-0.517751,1.021959,0.714696,1.243541,-4.802623,4.324415,2.862381,0.674151,-2.512494,2.811703,0.994676,-0.792824,0.982006,-1.428709,-0.108105,2.117019,-4.363553,-0.260105,-2.381316,-0.860578,0.601654,1.440564,0.111882,-0.588031,-1.795484,-0.935298,0.094501
0.118100,-0.228512,3.738668,0.486022,-2.431437,-0.017264,1.408987,-0.705410,-0.839810,0.061862,-0.478757,1.311654,-0.360269,-1.445607,0.496972,0.193707,-0.018140,-1.238477,0.461621,-0.126204,-1.068208,2.007132,0.817288,1.043750,-0.171133,-2.131129,0.217491,-3.539903,-0.903481,0.786426,-0.741809,-0.459205,-12.477228,9.923366,0.627504,-1.654706,1.647689,2.259802,0.610726,6.090807,0.298097,2.164805,1.194874,-0.764317,-0.473250,7.727103,0.317877,0.429365,-1.565931,-0.650452
-2.012648,-1.847615,1.850038,1.225958,-1.605615,-0.485726,-1.013454,0.245314,1.162465,0.672123,-0.272543,0.589385,0.245072,2.916396,0.616017,-0.273121,-0.555467,0.119982,2.611159,-0.611294,-0.949386,-1.419680,1.432469,-1.191431,0.166970,0.190237,-0.740403,4.888043,-1.485858,2.321692,-1.501362,-0.248079,-6.979753,5.492754,0.093751,0.757541,0.373833,0.625557,0.942727,-6.572302,-0.366286,-0.505077,-0.302338,-0.935094,-2.761067,3.815842,-0.555494,0.974704,-0.318859,0.029677
0.406919,-0.406244,0.058298,-0.039472,2.162484,-2.266291,2.557585,-1.343786,1.394511,1.010517,-1.281236,-1.909257,-1.028886,-0.944746,0.109423,-0.329881,-0.115016,-0.462911,1.573959,0.512061,-1.296672,-3.696336,-0.208233,0.224862,-0.757294,2.840711,1.106515,-5.999843,1.726180,1.852070,2.503129,-2.538653,10.331831,-8.941863,-1.389738,0.892477,-3.086344,-0.686396,0.169573,-2.355531,0.897599,0.878417,-1.934932,-0.013022,2.796651,-5.139391,-0.249151,0.937370,-0.193214,-0.899423
-0.822749,-0.349857,-1.870221,-0.499937,-2.719858,-3.383374,-1.399787,-0.797047,2.279683,-1.768549,-0.112380,0.272234,-0.009063,-0.125127,-1.198620,-0.766819,-1.865679,-0.542480,3.214166,0.287352,-2.604439,-7.489129,-0.640484,-0.636923,0.517895,0.856607,-1.101607,-5.687941,1.987262,0.864558,-2.201398,-1.779585,-7.445767,2.272242,0.480492,2.034441,1.180843,-1.015962,0.350442,-7.157771,-0.486406,-0.249474,0.479097,0.499282,-2.173214,1.601889,-0.311318,1.984515,2.072198,1.839542
1.297236,0.910460,-1.680122,0.189140,1.439521,-3.618642,1.449626,-2.713853,1.863478,-1.061578,1.119020,-1.756410,-0.710769,0.395379,-1.370069,0.299647,-2.394126,-3.003797,3.007996,-0.458478,1.715524,-9.383975,-1.606460,-1.166135,0.901469,-1.391729,0.558133,-6.603858,1.937822,2.288743,0.444255,-0.237802,2.313967,-0.873114,0.137203,3.843004,-2.809498,-0.299772,-1.267325,-12.323114,1.309281,3.948442,0.091701,-1.461953,4.534388,-1.977027,3.761768,-1.777298,0.295177,0.145588
2.325366,1.017767,-0.709614,-1.749655,1.133173,-0.363715,-0.935252,1.742949,-0.374074,0.133784,1.067508,-0.465461,0.613558,-1.199647,-0.504833,0.090867,-0.809592,0.233172,-0.008097,2.523887,0.843509,-0.239597,0.303329,-0.476331,-0.993051,-0.556904,-2.448848,-2.452921,3.268537,-1.152763,-0.301661,-0.025722,2.806382,-2.809822,-0.241816,1.077938,-0.105935,-0.762379,-1.236349,0.944687,0.030936,-0.741865,-1.002502,0.264583,4.352921,-1.277943,-0.333955,-0.072339,-0.441891,-1.430247
-0.182566,-1.188680,0.412955,1.148063,-1.774306,-0.015354,0.221481,-0.539292,-0.176410,0.361550,-0.234786,0.885591,-0.504717,-0.239301,-0.581083,-0.866398,-0.733081,-0.498923,-0.913778,-2.149530,1.046385,0.649475,-0.360466,-0.160985,0.507139,-0.928396,-1.630591,-0.502554,-0.400842,0.237670,-1.110984,0.360665,-5.738576,2.651965,-0.225715,-1.042590,1.980879,-0.672697,0.058748,1.138890,-1.335597,0.595694,1.427738,1.387920,-2.689872,2.755456,-2.358184,0.284889,-0.251447,0.727281
1.569289,2.353350,-3.635734,0.081406,-2.544187,0.766262,1.955764,-0.980927,0.092903,-0.142278,1.794680,1.040806,-0.974582,-0.924326,0.620338,-0.564645,0.142129,-0.175576,-0.002219,-0.255535,0.210659,-0.739831,-1.326518,-0.216345,-0.993925,-3.961843,-0.929720,1.882785,1.187462,-1.854021,-2.210837,0.417878,-5.533452,0.038431,-1.779420,0.016622,3.089536,-1.215730,0.399882,-3.362581,-1.371511,-0.273249,0.087970,0.313310,0.060476,1.053941,-1.619073,2.000333,1.811355,-1.793015
0.620032,0.262553,1.880920,0.833399,0.189028,0.411463,0.782029,-1.142404,-1.466928,-0.713454,0.295284,0.160360,-0.110635,-0.179452,1.157684,0.826130,0.706019,-0.763120,-2.490216,-0.609606,-0.609647,0.626255,-1.007253,0.435997,1.019235,4.485578,0.210536,-1.407255,0.185249,-1.120138,-0.461181,0.657995,-6.026325,5.610035,0.482332,-1.369774,0.397022,1.260156,-0.405188,1.466148,0.294886,1.380823,-1.094481,-1.005301,0.274756,2.888720,3.137124,0.041450,0.269280,1.524671
1.313212,0.071662,0.295070,-1.379136,-1.041980,-1.911610,-0.781835,0.047341,0.637424,1.100940,-1.052385,0.199824,-0.021560,0.723506,1.464674,-0.423630,-0.710145,-0.916675,2.099056,1.552936,-0.296983,-7.573782,-0.264587,-1.463715,-0.478653,1.233513,-1.298743,-1.769322,-1.561789,-1.866347,-0.715062,0.387423,-4.276741,1.313930,0.735400,1.516691,0.684144,0.034365,0.106470,-10.466312,-0.547520,2.586264,-0.602611,1.334309,2.044836,1.570427,-2.011162,-1.525685,1.501556,-0.529303
0.052374,0.054493,-0.907149,0.060090,-1.806214,-3.066467,1.235196,0.496078,2.788399,1.704816,0.754375,0.222789,0.219538,-1.182325,-1.026371,-0.169247,-1.090871,-0.047945,3.499308,-1.055111,-1.993191,-7.224902,-0.710454,1.049258,1.397476,3.713093,-2.982771,-7.838258,-2.926918,2.729334,-0.619466,1.013658,-0.002858,2.079897,-0.074848,2.187611,-1.400858,0.411386,-0.442868,-6.892204,-0.945706,1.966423,-2.104025,-1.462678,1.955470,0.939886,0.299473,0.429685,0.555512,0.414108
0.759523,1.083953,2.743987,-0.172425,-3.891269,0.790949,-0.181693,1.101055,-0.720055,-1.072805,0.438714,1.277533,0.356107,0.683809,-3.401885,-2.036827,0.280206,-1.100499,-0.961455,1.274635,-1.369187,-0.291179,0.019989,1.444514,-0.241305,1.004286,-2.288465,2.722696,1.272703,-0.586137,-3.020876,0.440374,-12.895753,9.005684,-0.009977,0.279039,2.555066,1.714530,1.046277,-1.988478,-1.930056,3.007830,-0.098820,1.714122,-0.736556,7.191912,-4.431371,-0.366570,0.373058,-0.636037
0.810455,0.480470,-0.260578,-1.410405,-0.788625,-1.664637,-1.460749,1.698263,-0.559243,1.595694,0.379574,0.014517,1.131482,0.389587,0.553813,-1.045134,-0.297995,-0.412361,0.906255,4.373582,-0.877223,-11.545927,0.748232,-0.129535,-0.434206,-0.953487,-2.771053,-1.977109,3.015126,-1.149928,-1.004110,-1.087412,-4.266176,3.432055,-0.430324,6.581073,-2.383289,0.036287,-1.026189,-19.882108,-0.468701,1.251477,-1.126112,0.729889,2.464913,3.000010,-1.512389,-1.194029,0.566509,-1.409194
0.168540,-0.267305,0.076612,1.404227,-4.810958,0.210991,-0.405944,-0.034827,2.183833,0.255923,0.102259,0.815963,0.002543,-0.106288,0.350494,-1.527301,-0.298565,0.236852,3.451337,-3.469900,-0.961508,-8.042204,-1.978298,-0.088710,-1.524490,-2.173065,-1.562493,1.409510,1.820215,1.845324,-3.034405,-2.222133,-19.656672,10.052523,0.363179,4.953650,0.964408,0.717833,1.052162,-16.055900,-2.515128,-1.082612,0.730063,-0.294507,0.650039,9.986114,-2.415272,0.093817,0.209068,-0.668367
0.880876,0.114762,-0.004922,-1.365844,0.745093,-0.482197,0.363432,0.318848,-1.009803,-0.780614,1.017032,-1.353685,-0.105299,1.054926,-0.090233,1.122485,0.035881,-0.145505,-2.527228,2.075260,0.131997,0.286524,-0.862390,0.051471,-0.270942,2.036213,-0.745238,-0.168077,5.193596,-1.039162,0.932595,-1.633847,5.083118,-3.211735,-0.898640,0.334934,-2.168998,-0.402900,-1.484062,0.926121,0.100943,0.152952,-1.393808,0.353110,2.861516,-1.885829,1.174014,0.626781,0.096372,-0.764088
0.532367,0.841871,-1.118848,-2.173658,0.508100,-0.711649,-0.547346,3.331112,0.806573,-0.198759,0.161509,-3.378141,1.281546,-4.033074,-0.535785,-0.791593,-0.206520,1.784265,-0.159287,3.331054,4.893883,-11.358446,-1.029186,-1.467317,-0.894062,-0.262451,-0.266933,-8.248269,2.553376,1.449631,2.040811,-1.358268,0.007576,-2.177619,1.569537,5.107123,-4.782358,-0.850621,-0.943662,-12.489044,1.127495,-4.472850,1.479483,-0.368769,3.969249,0.138541,2.308739,-0.432301,-0.494304,-0.734257
-2.589591,-1.861830,-0.290272,0.369484,1.997407,-2.180112,2.390975,0.107767,0.778166,-0.892290,-1.477878,-0.849502,-0.968237,-1.582970,0.047404,-0.010343,-1.619542,0.090134,2.781839,-0.312358,1.246936,-5.845033,-1.892775,-0.741277,-0.760518,-1.240990,0.657960,-6.275901,-2.343986,2.793689,0.997517,-0.087761,5.672985,-6.529784,1.252961,2.203145,-2.414300,-0.485974,0.240526,-4.178765,-0.221157,1.003225,0.443928,0.752651,-1.061778,-4.476423,-2.795424,-2.149544,0.169429,-1.377469
1.930709,1.333045,-2.035274,0.179811,2.705504,-4.895730,0.355109,-0.347968,0.757774,-0.715479,0.039378,0.073670,0.248079,-0.286078,0.925423,0.105029,-1.485601,-0.695981,2.365032,-1.910508,1.081174,-1.588057,-0.076073,1.096929,-0.304322,-1.679152,0.656412,-10.500717,1.850472,1.114091,1.952796,-1.337582,8.331391,-6.715034,0.933856,-1.921611,-0.256244,-0.739830,-0.697661,4.997992,1.266822,1.462161,0.130129,0.351854,3.542564,-5.395887,0.348182,0.553959,0.647717,-1.703804
2.672942,2.843283,1.338045,2.722986,-1.217974,-2.390760,1.231380,-2.414424,-0.189673,0.169671,0.866795,1.661598,-1.059382,2.264594,-0.974513,0.779345,-0.636683,-0.348442,-1.268767,-4.660785,-1.989979,4.858048,0.556162,-0.140748,-0.973288,-1.616750,-2.529211,-0.883436,1.852895,2.162641,-1.061135,1.459750,0.619404,1.734419,0.222407,-3.567093,3.148581,0.616979,-0.810507,9.047577,-0.052389,0.768517,1.451687,-1.076087,1.026797,2.114593,1.056495,0.501492,-2.670721,-1.623870
-2.748215,-1.874670,-2.110893,-0.771162,3.888400,2.872868,-1.057167,0.320886,-0.409096,0.200924,-0.908150,-0.624316,0.406671,0.091747,-0.037148,0.460665,1.433361,-2.018335,-1.183640,2.068873,1.333553,5.026518,-0.026477,1.474624,-0.746925,-3.931426,2.130832,4.101601,-2.564050,-0.316955,2.064075,0.457538,10.173483,-10.657555,-1.245622,-1.512362,0.200782,-1.156250,-0.657300,6.286864,1.035590,4.030589,1.548900,0.512496,-5.751605,-6.282058,1.199237,1.663135,-0.376611,-1.728670
-0.710047,-1.246860,-0.558486,-1.282056,6.933404,0.241069,3.297359,-0.220622,0.296220,0.355391,-0.733680,-1.619916,-0.551209,-2.404873,0.734543,1.623006,-0.094327,1.507117,0.301229,1.879738,0.540249,4.580946,-0.475699,0.221233,-1.402017,0.428929,4.785127,-2.345999,-2.509383,0.988254,3.750301,0.113467,22.384133,-16.343425,1.330278,-2.982392,-2.299817,-0.539524,-0.099727,8.771483,1.755975,-1.767032,-0.439515,1.184884,-0.776932,-11.480142,0.546385,0.012761,-0.620623,-0.270605
2.887983,0.854307,2.733389,-1.185673,0.219638,-0.038356,-1.219480,2.036873,-0.000414,-0.399834,1.866038,-0.831756,1.060100,0.281540,-0.989778,0.123367,0.715546,1.070964,0.795791,1.643803,2.449438,-1.386466,-0.727763,1.625784,-0.108331,-1.304551,-0.007322,-0.348854,4.416138,2.442469,0.884121,0.666186,-1.753776,2.377763,0.481929,0.680002,-1.049719,1.473566,0.066637,-2.732451,-0.038259,-1.550853,0.177459,-0.371998,4.677491,1.269357,0.739954,1.011316,-1.129973,-0.991364
-1.193053,-0.110552,-0.057033,0.438584,-2.532826,-0.246061,0.264252,-0.715088,-0.913813,0.216237,0.608189,2.979185,-0.239913,-0.197626,1.001393,-0.511687,0.081047,0.868037,-3.214578,0.162377,-2.304410,10.362922,-0.481988,0.340688,-0.480414,0.148559,-4.455327,0.576151,4.006340,-3.016123,-1.833746,-1.054069,-6.156266,3.357624,-0.498748,-6.809575,6.324627,-0.173624,-1.379613,18.154344,0.098526,-1.421758,-0.657635,-0.034214,-7.383892,3.528738,0.690194,1.567007,1.280572,-1.429126
-2.546605,-1.416821,-0.533138,-0.504515,-1.375561,-0.655369,-2.687461,2.685625,1.028770,-1.115209,-0.166145,-1.887186,1.355139,1.260395,-0.712016,-0.395213,-0.385135,0.990436,0.779058,0.350022,1.177655,-11.834165,-0.370941,-0.532138,-1.285449,-0.026498,0.998008,0.605985,-2.572456,1.393861,-0.709211,0.952940,-3.394642,-0.035923,0.333944,6.772494,-2.973899,-0.148186,1.801758,-21.200965,-0.026876,-1.969940,-1.854329,0.543774,-0.473508,2.351169,-1.101864,-0.562502,0.093339,-1.647659
-0.282170,0.103715,0.675168,1.208093,2.454221,-1.375924,-1.032111,-0.206050,-0.085317,0.097473,0.248426,-0.560074,-0.174953,2.614724,-0.596219,-1.251572,-0.116155,-0.607695,-0.319189,-3.235308,-0.521891,-3.257470,1.103943,-1.491357,-0.218504,4.208907,2.171149,1.152408,4.376865,0.127822,1.118406,-1.771914,11.549355,-8.103685,-1.459543,0.268711,-0.500323,-0.356009,0.354864,-5.939297,0.618887,0.813835,-1.215839,0.819040,0.872105,-5.871699,-0.854983,-0.703512,-0.807489,1.499445
-0.734885,-0.422135,3.823927,-0.660357,2.019160,-0.941861,0.065303,0.694060,1.712876,-0.015360,-0.652265,0.007385,0.630841,-0.250067,-0.518523,0.731562,0.048822,-0.321223,4.015930,0.835620,-0.456307,5.972846,-1.561475,0.096449,-1.230068,-0.650807,1.878707,-1.691572,-1.642421,0.333140,2.259095,-0.813619,-0.659201,-1.647643,0.566375,-4.354427,1.008245,1.743792,-0.101077,10.794614,1.711261,-1.055748,-0.361894,0.105511,-1.637447,0.260307,1.527545,0.165754,0.792959,-1.656591
-0.713790,0.236994,0.794671,0.357692,0.840527,1.432448,0.790794,-0.855384,-2.717737,-0.446276,1.025856,0.559226,-0.389031,1.013324,-0.404679,-0.022674,1.146176,-0.213327,-3.537586,-0.466723,-0.097176,2.836607,0.446079,0.953881,0.432253,-1.268292,1.688806,5.405680,2.395564,-4.504021,0.145409,1.359069,-1.458891,1.436443,0.868951,-1.486308,1.278001,0.726865,0.075362,-1.375522,0.126663,-0.924127,0.096782,0.826921,-2.226468,0.769419,-0.361980,0.559755,-0.144422,0.099555
0.363331,0.560901,-1.218624,-1.728954,-4.620322,-1.231848,-0.945713,1.765228,0.092747,-0.290093,0.152819,2.237650,0.724252,-0.516680,0.840062,-2.568183,-0.817826,0.878798,0.043321,3.303864,-0.746449,-5.723597,0.732253,0.504952,0.269794,-1.083913,-4.463294,-2.057081,0.625204,-0.704484,-3.656741,0.241390,-12.618125,8.699441,1.595814,1.510097,3.942016,-0.060943,-0.133945,-9.066264,-2.270233,-0.450282,0.378171,-0.205429,-0.987463,6.318891,-4.360419,0.043182,0.220447,-1.044962
-0.318924,-0.154743,-0.331643,-1.187957,-4.498695,-1.416622,0.306909,-3.140230,1.683466,0.987129,0.327692,0.926128,-0.779428,1.454138,-0.757872,-1.233535,-1.604804,-0.873013,2.069079,2.827396,-2.464442,-1.775425,-0.638483,0.392210,-1.056904,-2.912582,-1.075736,-0.091591,-0.998218,2.210961,-2.380191,-0.516721,-12.108330,7.419984,1.448751,0.458171,3.079949,-0.053365,1.538691,-1.641063,-0.465475,2.967578,0.609323,-0.800857,-3.271129,6.120919,-0.332439,0.881302,-0.067305,-0.344365
0.735794,0.564244,-1.909371,-0.023794,-0.825837,-3.708846,-3.406033,2.027124,1.266426,0.049775,-0.660947,0.753759,2.352799,-0.290242,0.754007,0.385140,-1.358725,-1.761529,1.323158,1.144550,0.162015,-2.512888,-0.459987,-1.629102,0.537932,-3.538685,-2.360743,-5.937873,-1.614451,-0.828606,-0.660155,0.552965,-3.744397,1.398933,-1.082509,-1.295159,0.634085,-0.413717,-0.219675,-0.772605,-0.938683,3.211271,1.895108,-0.741175,-0.671439,-0.268835,0.107851,-0.057199,1.005218,-0.377477
-0.028278,0.348195,0.000487,-0.150331,-1.140082,-0.500486,0.667433,0.162057,-1.276114,-2.090156,0.005711,0.305207,0.637747,1.479668,-0.299517,0.891152,0.307319,-0.039712,-1.664302,0.854745,-2.213375,4.567668,1.325415,0.376253,-0.890583,-1.125594,-1.589534,2.289850,3.336733,-2.554593,0.054398,-0.247844,-2.544075,2.340290,-0.509809,-2.959076,0.767389,-0.039152,-0.292698,5.712365,-0.123765,-0.089485,-0.514836,-0.209439,-1.955801,1.602368,1.066220,-0.941454,0.818098,-1.058873
-0.451354,-0.062258,0.507055,1.264736,-2.902582,0.206833,-0.293065,-0.983561,0.529759,-0.125507,0.161826,2.116831,0.014709,2.764739,0.477765,-1.036236,-0.269235,0.100911,1.339630,-1.821101,-0.854380,4.284900,-1.338903,-0.418913,-1.145014,-2.394699,-0.661057,3.835843,3.410764,-0.947485,-2.072502,-1.062244,-12.537386,5.806137,1.272699,-1.959459,3.779923,0.718904,1.280948,4.553382,-0.721722,0.292507,1.578025,-0.224128,-4.302135,5.799241,-1.037263,0.817736,0.479838,0.268142
1.524596,1.587143,4.848555,-0.170609,0.188073,3.192653,4.190021,-2.596378,-0.181133,0.178419,1.658514,0.352580,-1.873157,-1.760017,-0.923262,-0.085276,1.082798,0.281272,-3.285767,0.261541,-1.006211,7.491765,1.534033,-0.330695,0.764449,2.201578,1.064702,2.809961,3.599213,-5.347974,1.231214,-1.037145,-4.627877,4.714041,0.550565,-2.145414,0.204686,2.142742,-0.090994,11.246327,0.919382,1.118883,-0.723796,0.647036,2.295673,2.611881,-0.629917,-2.042580,0.195946,0.818556
-1.343908,1.056915,0.454548,-1.046331,-3.937041,-2.588709,-3.277246,1.750451,0.125598,0.966984,-0.535639,1.208279,1.387509,2.252046,-0.240266,-0.717872,-0.566108,0.057181,0.979267,2.783791,-1.652937,2.863019,0.338171,-0.074246,-0.853121,-0.811974,-2.491642,-1.377667,0.343609,0.700973,-2.342266,0.072224,-10.870420,5.727996,-1.179357,-3.093437,3.098935,-0.300899,0.364736,7.698983,-1.403842,-0.196555,0.283149,-0.644386,-4.357095,5.522407,-0.659701,-1.595168,0.171944,-1.374640
0.836880,1.770823,-1.227521,-1.482636,-0.130943,1.572488,1.457171,0.176104,-1.027082,0.888706,0.000092,0.134767,-0.405394,-1.176109,-2.055535,-1.226348,0.877280,-0.782840,0.219916,3.429886,-0.647635,-2.278552,0.212574,-0.419806,-0.496705,0.136740,-0.985764,1.807223,-1.104051,1.046687,-1.087778,0.399291,2.912908,-1.114792,-0.636221,2.389558,-0.169761,-0.078642,-0.923953,-3.516203,0.192932,0.888725,-1.294026,-0.896757,1.049882,-1.332981,2.400794,-0.963496,-0.075501,-1.012790
-1.333078,-0.729884,-1.542395,-1.140995,1.444038,-1.427550,-1.208119,0.220450,0.420962,0.665046,-0.446156,0.268480,0.202748,2.107967,-2.330083,1.517008,-0.542187,0.178983,0.168430,1.920498,0.857592,-2.004917,0.534999,-0.556513,0.572319,-2.608615,1.615975,-1.614604,0.459812,-0.907960,-0.180705,-1.381948,3.977303,-1.844287,0.551597,0.890737,-0.406991,0.005416,-1.028438,-2.746227,0.531483,-0.223142,1.353035,0.948970,-1.625736,-2.118904,-1.625593,-0.368452,-0.628946,0.059966
-2.305896,-1.220805,2.608150,1.243658,2.153812,0.697473,0.041860,0.121544,0.301815,-0.301995,-0.845737,-1.311568,0.623794,-1.079015,-0.848255,1.144117,0.290585,-0.390972,0.854326,-2.763031,2.483439,-4.473868,-0.403430,-1.162937,0.854574,-3.348029,0.289717,-0.649643,-0.888359,2.342783,0.650544,-0.346022,-0.114182,-1.051139,-1.494387,3.077458,-2.491217,1.035077,-1.249322,-7.388325,0.399287,2.080712,1.913644,-0.178411,-3.404392,-1.653320,1.373952,-0.033311,0.182975,-1.216605
-1.089320,-1.439034,-0.274728,-0.297196,2.016811,-0.924128,-0.238076,1.204942,-0.310234,0.630548,-1.621100,-3.507506,0.539376,0.248156,0.761828,1.126261,-0.430495,1.373779,-0.351794,0.865541,4.316355,-10.736128,-0.790350,0.012265,0.156183,3.017349,2.400533,-0.848829,-3.087876,-0.358882,1.985875,0.767149,3.192578,-0.280421,0.556601,4.695302,-4.923477,0.442547,-0.476725,-18.554845,-0.397336,-2.205570,-0.463080,1.098203,1.536685,-2.152555,-2.101893,-0.088893,-0.012644,0.922341
0.685288,-0.202379,-0.279536,0.350531,-0.980721,2.139279,-2.978255,3.749319,-0.036859,-1.084608,-0.109060,0.501607,2.263409,0.274141,-0.417893,0.123981,1.244611,-0.631696,0.227599,-0.401373,2.434537,1.702517,-0.344409,1.285973,1.482450,0.183791,0.235509,5.007101,1.010245,-1.572762,-0.296872,-1.553107,2.085476,0.476235,0.467987,0.051485,0.133292,-0.713465,0.441611,0.316179,-0.008189,-0.106254,0.176918,-1.548781,1.138795,-1.460712,0.081642,-0.083346,-0.145453,-0.630295
1.203908,0.899105,-1.206957,-0.695941,-2.389158,0.370773,-0.578916,-3.039846,1.558273,-1.094699,-0.821905,0.964342,-0.538339,2.267172,-0.178124,-1.379082,-0.792902,1.307020,2.336081,1.161062,0.087321,2.725897,0.066691,1.911229,-0.505517,-2.741375,1.168893,3.072187,-1.155197,3.835126,-1.747247,-1.131637,-0.943893,1.472969,0.785811,-0.400461,2.250339,-0.484879,1.422024,1.509632,-1.314481,-1.775481,0.059246,0.075611,-0.647843,2.391086,-2.008801,0.795347,-1.677842,-0.770297
4.447295,1.727385,1.712928,-0.682468,-0.599596,0.563189,2.553510,-0.717714,0.361473,1.211270,0.509487,0.411116,-1.124711,-1.874815,-1.793758,-0.153997,0.654035,0.229759,-1.163031,0.736715,-0.855735,2.116577,0.466551,-1.102245,1.582580,0.300688,-0.872370,-2.316001,0.011424,-4.355682,0.047648,-0.170499,-6.509588,5.874960,-2.022729,-0.413366,0.157482,1.656473,0.163354,4.893377,0.003533,-1.399769,1.020381,-0.223759,3.680579,2.967530,0.632867,0.200205,0.580664,2.489978
-1.034802,-1.449854,-3.350350,-0.478317,-1.849171,-0.646942,1.297251,-0.953987,-0.262770,-0.653073,-2.010662,-0.275856,-0.703819,0.680916,1.573030,1.704189,0.190632,-0.652516,-0.251367,0.357745,1.755844,-5.171238,-0.396189,0.306542,0.273598,-4.046398,-0.440873,0.023753,-3.956946,0.895935,-0.415371,0.183543,2.430475,-0.991817,1.106791,2.611772,-1.508088,-1.733880,-0.176792,-7.168977,-0.342276,0.949525,1.748496,-0.196655,0.689967,-1.895486,-0.417995,-2.189672,-1.057663,-1.067657
